Year,Month,DayofMonth,DayOfWeek,DepTime,CRSDepTime,ArrTime,CRSArrTime,UniqueCarrier,FlightNum,TailNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,TaxiIn,TaxiOut,Cancelled,CancellationCode,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay
2008,7,8,2,728.0,730,853.0,856,OH,5642,N785CA,85.0,86.0,69.0,-3.0,-2.0,CVG,RIC,413,6.0,10.0,0,,0,,,,,
2008,3,13,4,1157.0,1205,1300.0,1314,XE,2503,N14940,63.0,69.0,46.0,-14.0,-8.0,EWR,BTV,266,4.0,13.0,0,,0,,,,,
2008,6,5,4,1430.0,1440,1527.0,1535,XE,446,N16561,57.0,55.0,36.0,-8.0,-10.0,BFL,SAN,215,4.0,17.0,0,,0,,,,,
2008,10,20,1,656.0,700,858.0,909,US,1790,N744P,122.0,129.0,108.0,-11.0,-4.0,TPA,DCA,814,6.0,8.0,0,,0,,,,,
2008,3,8,6,835.0,835,1147.0,1101,US,1159,N405US,192.0,146.0,147.0,46.0,0.0,DCA,MCO,759,4.0,41.0,0,,0,0.0,0.0,46.0,0.0,0.0
2008,4,10,4,905.0,911,1039.0,1046,NW,127,N987US,94.0,95.0,75.0,-7.0,-6.0,ORD,MSP,334,3.0,16.0,0,,0,,,,,
2008,12,29,1,936.0,940,1210.0,1213,FL,958,N167AT,154.0,153.0,137.0,-3.0,-4.0,BWI,FLL,925,6.0,11.0,0,,0,,,,,
2008,5,7,3,1326.0,1325,1410.0,1420,WN,631,N445WN,44.0,55.0,35.0,-10.0,1.0,PBI,TPA,174,3.0,6.0,0,,0,,,,,
2008,5,6,2,1432.0,1435,1635.0,1615,9E,5783,85259E,123.0,100.0,70.0,20.0,-3.0,MEM,OKC,432,29.0,24.0,0,,0,0.0,0.0,20.0,0.0,0.0
2008,5,8,4,658.0,700,1050.0,1103,XE,2624,N26141,172.0,183.0,157.0,-13.0,-2.0,TUL,EWR,1215,6.0,9.0,0,,0,,,,,
2008,12,25,4,,740,,840,MQ,4394,N905MQ,,60.0,,,,ORD,CID,196,,,1,B,0,,,,,
2008,4,13,7,1711.0,1610,1914.0,1817,OO,6768,N740SK,63.0,67.0,45.0,57.0,61.0,ORD,DAY,240,4.0,14.0,0,,0,38.0,0.0,0.0,0.0,19.0
2008,10,8,3,1437.0,1326,1640.0,1532,OO,5862,N925SW,63.0,66.0,41.0,68.0,71.0,ORD,TVC,224,3.0,19.0,0,,0,0.0,0.0,0.0,0.0,68.0
2008,11,17,1,816.0,800,1007.0,954,DL,805,N990DL,111.0,114.0,87.0,13.0,16.0,DCA,ATL,547,9.0,15.0,0,,0,,,,,
2008,2,2,6,1200.0,1131,1408.0,1347,US,679,N817AW,128.0,136.0,109.0,21.0,29.0,PHX,BOI,735,5.0,14.0,0,,0,0.0,0.0,0.0,0.0,21.0
2008,2,6,3,609.0,600,834.0,754,CO,1494,N11651,145.0,114.0,95.0,40.0,9.0,BHM,IAH,562,5.0,45.0,0,,0,0.0,9.0,31.0,0.0,0.0
2008,8,8,5,720.0,715,1129.0,1130,WN,1245,N260WN,129.0,135.0,111.0,-1.0,5.0,PHX,OKC,833,4.0,14.0,0,,0,,,,,
2008,12,14,7,2010.0,2009,2107.0,2057,EV,5345,N903EV,117.0,108.0,94.0,10.0,1.0,ATL,SHV,552,3.0,20.0,0,,0,,,,,
2008,3,29,6,848.0,850,956.0,1010,9E,2931,89329E,128.0,140.0,103.0,-14.0,-2.0,DTW,MEM,610,6.0,19.0,0,,0,,,,,
2008,8,8,5,1035.0,1035,1216.0,1221,UA,533,N308UA,161.0,166.0,130.0,-5.0,0.0,BOS,ORD,867,17.0,14.0,0,,0,,,,,
2008,2,4,1,,2000,,2306,OO,6687,N927SW,,126.0,,,,DEN,RFD,829,,,1,B,0,,,,,
2008,7,26,6,1204.0,1214,1919.0,1952,CO,254,N73278,255.0,278.0,235.0,-33.0,-10.0,SFO,CLE,2161,11.0,9.0,0,,0,,,,,
2008,11,26,3,742.0,745,829.0,845,MQ,4394,N624MQ,47.0,60.0,35.0,-16.0,-3.0,ORD,CID,196,2.0,10.0,0,,0,,,,,
2008,3,4,2,1608.0,1525,1733.0,1700,MQ,4675,N724AE,85.0,95.0,71.0,33.0,43.0,RDU,BDL,532,4.0,10.0,0,,0,0.0,0.0,0.0,0.0,33.0
2008,7,13,7,539.0,550,624.0,640,MQ,3454,N629AE,45.0,50.0,30.0,-16.0,-11.0,ABI,DFW,158,5.0,10.0,0,,0,,,,,
2008,10,1,3,1722.0,1719,2110.0,2127,CO,526,N87507,168.0,188.0,152.0,-17.0,3.0,IAH,BWI,1235,5.0,11.0,0,,0,,,,,
2008,5,22,4,1630.0,1609,1746.0,1733,OO,5438,N288SW,76.0,84.0,58.0,13.0,21.0,MRY,LAX,267,10.0,8.0,0,,0,,,,,
2008,8,30,6,1411.0,1415,1728.0,1727,CO,1868,N16642,137.0,132.0,111.0,1.0,-4.0,IAH,JAX,817,9.0,17.0,0,,0,,,,,
2008,2,29,5,657.0,705,911.0,915,AA,1175,N3ASAA,194.0,190.0,168.0,-4.0,-8.0,FLL,DFW,1119,11.0,15.0,0,,0,,,,,
2008,3,22,6,1914.0,1925,2008.0,2025,XE,2771,N16927,54.0,60.0,33.0,-17.0,-11.0,IAH,AEX,190,4.0,17.0,0,,0,,,,,
2008,12,10,3,730.0,725,1052.0,1050,AA,300,N414AA,142.0,145.0,128.0,2.0,5.0,DFW,RDU,1062,5.0,9.0,0,,0,,,,,
2008,2,26,2,1004.0,1000,1105.0,1100,WN,15,N399WN,61.0,60.0,49.0,5.0,4.0,DAL,HOU,239,3.0,9.0,0,,0,,,,,
2008,1,24,4,656.0,703,1053.0,1022,US,71,N677AW,357.0,319.0,299.0,31.0,-7.0,FLL,PHX,1972,9.0,49.0,0,,0,0.0,0.0,31.0,0.0,0.0
2008,3,11,2,832.0,835,1101.0,1110,AA,2309,N237AA,149.0,155.0,127.0,-9.0,-3.0,ORD,DFW,802,11.0,11.0,0,,0,,,,,
2008,9,8,1,1145.0,1140,1540.0,1543,XE,2916,N14203,175.0,183.0,140.0,-3.0,5.0,OMA,EWR,1133,25.0,10.0,0,,0,,,,,
2008,5,12,1,1418.0,1420,1644.0,1640,WN,2172,N301SW,146.0,140.0,131.0,4.0,-2.0,TPA,IND,838,5.0,10.0,0,,0,,,,,
2008,12,18,4,1710.0,1715,1756.0,1810,MQ,4367,N646MQ,46.0,55.0,30.0,-14.0,-5.0,ORD,GRB,174,2.0,14.0,0,,0,,,,,
2008,7,25,5,1458.0,1430,1542.0,1510,YV,1025,N27314,44.0,40.0,29.0,32.0,28.0,KOA,HNL,163,3.0,12.0,0,,0,32.0,0.0,0.0,0.0,0.0
2008,6,18,3,1055.0,1100,1153.0,1204,XE,144,N15555,58.0,64.0,45.0,-11.0,-5.0,ONT,MRY,296,3.0,10.0,0,,0,,,,,
2008,2,28,4,1344.0,1350,1430.0,1440,MQ,4383,N622AE,46.0,50.0,31.0,-10.0,-6.0,ORD,MLI,139,3.0,12.0,0,,0,,,,,
2008,8,31,7,749.0,750,1016.0,1025,DL,1686,N915DN,87.0,95.0,61.0,-9.0,-1.0,LAS,SLC,368,10.0,16.0,0,,0,,,,,
2008,3,31,1,700.0,700,801.0,751,HA,112,N476HA,61.0,51.0,53.0,10.0,0.0,HNL,ITO,216,3.0,5.0,0,,0,,,,,
2008,9,4,4,1100.0,1105,1239.0,1240,9E,5737,87109E,99.0,95.0,79.0,-1.0,-5.0,DSM,MEM,490,5.0,15.0,0,,0,,,,,
2008,12,6,6,1448.0,1440,1536.0,1535,AA,650,N492AA,48.0,55.0,30.0,1.0,8.0,DFW,OKC,175,5.0,13.0,0,,0,,,,,
2008,10,5,7,1310.0,1315,1606.0,1624,XE,2980,N12900,116.0,129.0,100.0,-18.0,-5.0,IAH,TYS,772,5.0,11.0,0,,0,,,,,
2008,11,24,1,1113.0,930,1233.0,1053,9E,2259,87219E,80.0,83.0,59.0,100.0,103.0,MEM,TUL,342,5.0,16.0,0,,0,0.0,0.0,0.0,0.0,100.0
2008,6,1,7,1137.0,1137,1323.0,1310,OO,6514,N412SW,166.0,153.0,139.0,13.0,0.0,COS,LAX,833,14.0,13.0,0,,0,,,,,
2008,7,3,4,1237.0,1240,1444.0,1445,MQ,4305,N659AE,127.0,125.0,102.0,-1.0,-3.0,OKC,ORD,693,7.0,18.0,0,,0,,,,,
2008,8,19,2,2249.0,2245,330.0,319,AS,106,N764AS,221.0,214.0,200.0,11.0,4.0,ANC,SEA,1449,7.0,14.0,0,,0,,,,,
2008,1,29,2,904.0,915,1152.0,1210,B6,588,N648JB,168.0,175.0,151.0,-18.0,-11.0,PBI,SWF,1077,4.0,13.0,0,,0,,,,,
2008,11,11,2,2102.0,2100,2141.0,2136,OO,5789,N292SW,39.0,36.0,28.0,5.0,2.0,PDX,EUG,106,2.0,9.0,0,,0,,,,,
2008,4,20,7,1008.0,1000,1108.0,1103,XE,3111,N27523,60.0,63.0,41.0,5.0,8.0,DAL,IAH,217,7.0,12.0,0,,0,,,,,
2008,12,22,1,1717.0,1435,1929.0,1645,WN,268,N363SW,72.0,70.0,52.0,164.0,162.0,ONT,PHX,325,12.0,8.0,0,,0,2.0,0.0,2.0,0.0,160.0
2008,5,17,6,1110.0,1115,1202.0,1217,OO,4065,N606SK,112.0,122.0,89.0,-15.0,-5.0,SLC,SFO,599,3.0,20.0,0,,0,,,,,
2008,10,28,2,1804.0,1810,1925.0,1921,9E,2011,91669E,81.0,71.0,45.0,4.0,-6.0,TLH,ATL,223,20.0,16.0,0,,0,,,,,
2008,2,27,3,2048.0,2055,2229.0,2222,OO,6725,N754SK,161.0,147.0,127.0,7.0,-7.0,DEN,PSC,853,5.0,29.0,0,,0,,,,,
2008,6,11,3,1045.0,1050,1309.0,1330,B6,522,N554JB,144.0,160.0,125.0,-21.0,-5.0,MCO,EWR,938,9.0,10.0,0,,0,,,,,
2008,10,8,3,2111.0,2059,513.0,505,B6,358,N519JB,302.0,306.0,273.0,8.0,12.0,BUR,JFK,2465,9.0,20.0,0,,0,,,,,
2008,6,5,4,1315.0,1320,1454.0,1451,OO,6534,N750SK,99.0,91.0,84.0,3.0,-5.0,IDA,DEN,458,9.0,6.0,0,,0,,,,,
2008,9,25,4,652.0,655,900.0,848,EV,4255,N355CA,128.0,113.0,87.0,12.0,-3.0,CAK,ATL,528,12.0,29.0,0,,0,,,,,
2008,4,24,4,554.0,600,554.0,604,OO,6129,N907SW,60.0,64.0,44.0,-10.0,-6.0,MBS,ORD,222,7.0,9.0,0,,0,,,,,
2008,9,28,7,2040.0,1955,2315.0,2245,AA,2075,N586AA,215.0,230.0,178.0,30.0,45.0,EWR,DFW,1372,8.0,29.0,0,,0,0.0,0.0,0.0,0.0,30.0
2008,3,21,5,2148.0,2155,2240.0,2250,WN,2030,N276WN,52.0,55.0,40.0,-10.0,-7.0,STL,MDW,251,5.0,7.0,0,,0,,,,,
2008,1,7,1,1015.0,1009,1246.0,1251,OH,5260,N967CA,91.0,102.0,73.0,-5.0,6.0,MCI,CVG,539,2.0,16.0,0,,0,,,,,
2008,3,25,2,1333.0,1340,1618.0,1618,NW,494,N1332U,105.0,98.0,69.0,0.0,-7.0,MSP,IND,503,14.0,22.0,0,,0,,,,,
2008,4,21,1,1912.0,1915,2105.0,2059,NW,485,N533US,293.0,284.0,261.0,6.0,-3.0,DTW,SEA,1927,9.0,23.0,0,,0,,,,,
2008,7,14,1,1959.0,2000,2232.0,2307,B6,89,N563JB,333.0,367.0,310.0,-35.0,-1.0,JFK,ONT,2430,3.0,20.0,0,,0,,,,,
2008,3,4,2,2025.0,1915,2204.0,2046,YV,7339,N651ML,99.0,91.0,67.0,78.0,70.0,CHS,IAD,441,7.0,25.0,0,,0,0.0,0.0,0.0,0.0,78.0
2008,11,29,6,1533.0,1530,1831.0,1833,CO,65,N21108,358.0,363.0,313.0,-2.0,3.0,EWR,LAX,2454,12.0,33.0,0,,0,,,,,
2008,1,26,6,109.0,110,535.0,600,AA,2454,N5CGAA,146.0,170.0,132.0,-25.0,-1.0,LAX,DFW,1235,3.0,11.0,0,,0,,,,,
2008,3,27,4,1628.0,1345,1842.0,1606,DL,994,N931DL,134.0,141.0,105.0,156.0,163.0,ATL,EWR,745,7.0,22.0,0,,0,156.0,0.0,0.0,0.0,0.0
2008,11,24,1,701.0,700,1042.0,1050,WN,2013,N397SW,161.0,170.0,145.0,-8.0,1.0,HOU,BWI,1246,4.0,12.0,0,,0,,,,,
2008,7,15,2,126.0,130,540.0,555,AS,112,N307AS,194.0,205.0,173.0,-15.0,-4.0,ANC,SEA,1449,6.0,15.0,0,,0,,,,,
2008,7,27,7,1027.0,1000,1212.0,1140,AA,309,N557AA,225.0,220.0,192.0,32.0,27.0,ORD,PHX,1440,8.0,25.0,0,,0,27.0,0.0,5.0,0.0,0.0
2008,3,27,4,949.0,940,1114.0,1105,WN,1326,N726SW,85.0,85.0,66.0,9.0,9.0,BUR,PHX,369,4.0,15.0,0,,0,,,,,
2008,6,11,3,2104.0,2045,2211.0,2150,WN,728,N738CB,67.0,65.0,48.0,21.0,19.0,LAS,SAN,258,10.0,9.0,0,,0,0.0,0.0,2.0,0.0,19.0
2008,1,5,6,912.0,915,1133.0,1145,9E,5771,88779E,81.0,90.0,63.0,-12.0,-3.0,MEM,GSP,441,4.0,14.0,0,,0,,,,,
2008,9,12,5,1903.0,1615,2014.0,1747,XE,2362,N11565,71.0,92.0,49.0,147.0,168.0,EWR,RIC,278,4.0,18.0,0,,0,4.0,0.0,0.0,0.0,143.0
2008,2,18,1,2046.0,2049,2151.0,2157,AS,46,N768AS,65.0,68.0,57.0,-6.0,-3.0,BET,ANC,399,3.0,5.0,0,,0,,,,,
2008,1,7,1,605.0,610,638.0,656,YV,7299,N502MJ,93.0,106.0,79.0,-18.0,-5.0,BUF,ORD,473,5.0,9.0,0,,0,,,,,
2008,7,18,5,2056.0,2055,2303.0,2255,WN,642,N236WN,187.0,180.0,155.0,8.0,1.0,FLL,MDW,1166,5.0,27.0,0,,0,,,,,
2008,2,16,6,1552.0,1555,1727.0,1740,WN,248,N342SW,155.0,165.0,142.0,-13.0,-3.0,TPA,MDW,997,4.0,9.0,0,,0,,,,,
2008,4,21,1,1854.0,1855,2342.0,2337,F9,629,N902FR,168.0,162.0,135.0,5.0,-1.0,DEN,DTW,1123,6.0,27.0,0,,0,,,,,
2008,10,17,5,1210.0,1209,1246.0,1246,HA,166,N481HA,36.0,37.0,22.0,0.0,1.0,HNL,OGG,100,5.0,9.0,0,,0,,,,,
2008,2,29,5,752.0,755,1051.0,1049,DL,1895,N952DL,179.0,174.0,147.0,2.0,-3.0,FLL,LGA,1076,8.0,24.0,0,,0,,,,,
2008,11,7,5,1938.0,1940,2053.0,2052,9E,2226,89329E,75.0,72.0,55.0,1.0,-2.0,MEM,GPT,324,4.0,16.0,0,,0,,,,,
2008,8,19,2,2212.0,2220,554.0,615,UA,238,N413UA,282.0,295.0,256.0,-21.0,-8.0,SAN,IAD,2253,14.0,12.0,0,,0,,,,,
2008,2,10,7,1702.0,1700,1815.0,1830,WN,1435,N501SW,133.0,150.0,118.0,-15.0,2.0,SAT,PHX,843,9.0,6.0,0,,0,,,,,
2008,5,11,7,,1540,,1647,UA,623,,,127.0,,,,DCA,ORD,612,,,1,C,0,,,,,
2008,10,10,5,1513.0,1505,1619.0,1610,AA,324,N4WRAA,66.0,65.0,45.0,9.0,8.0,XNA,DFW,281,8.0,13.0,0,,0,,,,,
2008,8,21,4,2019.0,2020,2200.0,2215,DL,828,N3740C,101.0,115.0,80.0,-15.0,-1.0,ATL,DCA,547,7.0,14.0,0,,0,,,,,
2008,5,17,6,1257.0,1305,1405.0,1415,XE,2214,N14943,68.0,70.0,48.0,-10.0,-8.0,DFW,IAH,224,4.0,16.0,0,,0,,,,,
2008,3,22,6,951.0,950,1305.0,1315,AA,1784,N467AA,134.0,145.0,120.0,-10.0,1.0,DFW,MCO,984,5.0,9.0,0,,0,,,,,
2008,11,23,7,830.0,828,1158.0,1208,UA,894,N331UA,148.0,160.0,130.0,-10.0,2.0,SFO,DEN,967,4.0,14.0,0,,0,,,,,
2008,6,11,3,855.0,846,1145.0,1117,NW,981,N368NW,290.0,271.0,256.0,28.0,9.0,MEM,SEA,1870,20.0,14.0,0,,0,9.0,0.0,19.0,0.0,0.0
2008,7,13,7,2242.0,2149,2339.0,2249,YV,7227,N27173,57.0,60.0,35.0,50.0,53.0,ORD,CID,196,5.0,17.0,0,,0,0.0,0.0,0.0,0.0,50.0
2008,1,27,7,709.0,710,1023.0,1003,DL,1808,N389DA,374.0,353.0,337.0,20.0,-1.0,FLL,LAX,2342,16.0,21.0,0,,0,0.0,0.0,20.0,0.0,0.0
2008,3,24,1,1908.0,1910,2027.0,2035,WN,2462,N378SW,79.0,85.0,65.0,-8.0,-2.0,MHT,PHL,290,6.0,8.0,0,,0,,,,,
2008,8,8,5,634.0,645,751.0,759,CO,401,N14609,137.0,134.0,114.0,-8.0,-11.0,IND,IAH,845,8.0,15.0,0,,0,,,,,
2008,2,5,2,1025.0,1035,1259.0,1305,B6,822,N641JB,154.0,150.0,128.0,-6.0,-10.0,MCO,JFK,944,7.0,19.0,0,,0,,,,,
2008,7,3,4,1721.0,1650,1740.0,1720,WN,2122,N622SW,79.0,90.0,71.0,20.0,31.0,MCO,BHM,478,3.0,5.0,0,,0,20.0,0.0,0.0,0.0,0.0
2008,9,11,4,1626.0,1630,1720.0,1730,CO,1602,N76288,54.0,60.0,36.0,-10.0,-4.0,AUS,IAH,140,8.0,10.0,0,,0,,,,,
2008,3,8,6,,1850,,2144,FL,352,N309AT,,174.0,,,,LGA,MCO,950,,,1,A,0,,,,,
2008,5,6,2,1600.0,1615,1705.0,1719,YV,7200,N37208,65.0,64.0,41.0,-14.0,-15.0,CWA,ORD,213,11.0,13.0,0,,0,,,,,
2008,2,14,4,1747.0,1745,1918.0,1915,OO,5805,N766SK,151.0,150.0,126.0,3.0,2.0,SAV,ORD,773,5.0,20.0,0,,0,,,,,
2008,8,30,6,1021.0,1030,1150.0,1153,XE,1271,N48901,149.0,143.0,109.0,-3.0,-9.0,EWR,ORD,719,5.0,35.0,0,,0,,,,,
2008,1,11,5,2115.0,1806,24.0,2124,UA,504,N308UA,129.0,138.0,113.0,180.0,189.0,LAX,DEN,862,3.0,13.0,0,,0,0.0,0.0,0.0,0.0,180.0
2008,2,5,2,1431.0,1437,1549.0,1605,FL,410,N980AT,78.0,88.0,64.0,-16.0,-6.0,BWI,PWM,452,6.0,8.0,0,,0,,,,,
2008,12,14,7,553.0,600,1022.0,1035,AA,2032,N3AAAA,149.0,155.0,123.0,-13.0,-7.0,LAS,DFW,1055,5.0,21.0,0,,0,,,,,
2008,11,25,2,27.0,30,445.0,449,AS,108,N512AS,198.0,199.0,181.0,-4.0,-3.0,ANC,SEA,1449,4.0,13.0,0,,0,,,,,
2008,10,7,2,1914.0,1919,2241.0,2256,OO,6448,N708SK,147.0,157.0,129.0,-15.0,-5.0,DEN,HSV,1048,4.0,14.0,0,,0,,,,,
2008,5,21,3,1741.0,1745,1954.0,2013,US,1712,N765US,133.0,148.0,119.0,-19.0,-4.0,FLL,DCA,899,4.0,10.0,0,,0,,,,,
2008,11,8,6,910.0,910,1024.0,1028,OH,6399,N933CA,134.0,138.0,115.0,-4.0,0.0,CVG,MSY,700,5.0,14.0,0,,0,,,,,
2008,8,13,3,941.0,930,1241.0,1225,AA,1124,N3AUAA,180.0,175.0,153.0,16.0,11.0,MIA,LGA,1097,7.0,20.0,0,,0,4.0,0.0,5.0,0.0,7.0
2008,6,20,5,739.0,745,749.0,801,UA,489,N385UA,70.0,76.0,47.0,-12.0,-6.0,CVG,ORD,264,10.0,13.0,0,,0,,,,,
2008,9,11,4,1308.0,1315,1543.0,1535,MQ,4804,N724AE,155.0,140.0,99.0,8.0,-7.0,LGA,CVG,585,8.0,48.0,0,,0,,,,,
2008,6,27,5,1947.0,1825,2024.0,1918,OO,5891,N745SK,37.0,53.0,18.0,66.0,82.0,MKE,ORD,67,9.0,10.0,0,,0,0.0,0.0,66.0,0.0,0.0
2008,8,9,6,814.0,807,1347.0,1358,UA,1675,N457UA,273.0,291.0,256.0,-11.0,7.0,ORD,SJU,2072,5.0,12.0,0,,0,,,,,
2008,12,21,7,,720,,950,9E,5859,,,150.0,,,,BOS,CVG,752,,,1,B,0,,,,,
2008,6,21,6,1737.0,1427,,1956,UA,1610,N473UA,,209.0,,,190.0,PHX,ORD,1440,,10.0,0,,1,,,,,
2008,4,23,3,1720.0,1722,1853.0,1857,AS,685,N755AS,93.0,95.0,76.0,-4.0,-2.0,PSP,SFO,421,6.0,11.0,0,,0,,,,,
2008,12,30,2,1536.0,1546,1746.0,1755,B6,896,N597JB,190.0,189.0,166.0,-9.0,-10.0,SJU,MCO,1189,7.0,17.0,0,,0,,,,,
2008,11,14,5,1117.0,1106,1309.0,1300,AS,55,N763AS,112.0,114.0,104.0,9.0,11.0,BRW,ANC,725,4.0,4.0,0,,0,,,,,
2008,6,19,4,1913.0,1905,2118.0,2104,US,1052,N709UW,125.0,119.0,96.0,14.0,8.0,SYR,CLT,603,18.0,11.0,0,,0,,,,,
2008,6,1,7,721.0,725,956.0,1000,DL,944,N970DL,95.0,95.0,77.0,-4.0,-4.0,STL,ATL,483,7.0,11.0,0,,0,,,,,
2008,1,2,3,1259.0,1115,1629.0,1445,AA,1788,N541AA,150.0,150.0,123.0,104.0,104.0,DFW,RDU,1062,4.0,23.0,0,,0,104.0,0.0,0.0,0.0,0.0
2008,11,25,2,1733.0,1745,1939.0,1934,NW,1701,N8986E,186.0,169.0,153.0,5.0,-12.0,CLT,MSP,930,9.0,24.0,0,,0,,,,,
2008,4,20,7,1213.0,1210,1456.0,1505,OO,3927,N452SW,103.0,115.0,81.0,-9.0,3.0,SBP,SLC,608,10.0,12.0,0,,0,,,,,
2008,5,28,3,1451.0,1453,1623.0,1604,UA,1541,N414UA,152.0,131.0,131.0,19.0,-2.0,DEN,ONT,819,4.0,17.0,0,,0,0.0,0.0,19.0,0.0,0.0
2008,8,21,4,1632.0,1640,1822.0,1840,MQ,3832,N840AE,110.0,120.0,95.0,-18.0,-8.0,PNS,DFW,604,4.0,11.0,0,,0,,,,,
2008,11,28,5,729.0,735,825.0,850,WN,2899,N226WN,56.0,75.0,40.0,-25.0,-6.0,PHL,PVD,238,7.0,9.0,0,,0,,,,,
2008,10,31,5,552.0,600,1404.0,1410,AA,1950,N5CHAA,312.0,310.0,288.0,-6.0,-8.0,SFO,MIA,2585,5.0,19.0,0,,0,,,,,
2008,3,12,3,1019.0,1020,1224.0,1245,AA,779,N567AA,245.0,265.0,230.0,-21.0,-1.0,ORD,SAN,1723,3.0,12.0,0,,0,,,,,
2008,9,25,4,1208.0,1210,1418.0,1423,US,1172,N527AU,130.0,133.0,110.0,-5.0,-2.0,TPA,DCA,814,11.0,9.0,0,,0,,,,,
2008,5,10,6,1909.0,1912,2033.0,2036,OO,6528,N919SW,84.0,84.0,59.0,-3.0,-3.0,PHX,LAX,370,5.0,20.0,0,,0,,,,,
2008,5,27,2,825.0,825,1035.0,1035,WN,29,N269WN,70.0,70.0,50.0,0.0,0.0,PHX,ELP,347,3.0,17.0,0,,0,,,,,
2008,5,8,4,825.0,825,828.0,830,WN,1041,N414WN,63.0,65.0,52.0,-2.0,0.0,MAF,ABQ,332,3.0,8.0,0,,0,,,,,
2008,4,13,7,1747.0,1750,1857.0,1855,WN,682,N273WN,130.0,125.0,98.0,2.0,-3.0,SLC,SEA,689,24.0,8.0,0,,0,,,,,
2008,5,15,4,1104.0,1105,1314.0,1325,MQ,4452,N619AE,70.0,80.0,49.0,-11.0,-1.0,ORD,DTW,235,4.0,17.0,0,,0,,,,,
2008,3,15,6,807.0,800,1038.0,1036,CO,219,N17139,151.0,156.0,128.0,2.0,7.0,TPA,EWR,998,10.0,13.0,0,,0,,,,,
2008,12,30,2,1156.0,1159,1348.0,1335,OO,6021,N742SK,172.0,156.0,139.0,13.0,-3.0,ORD,COS,911,18.0,15.0,0,,0,,,,,
2008,2,5,2,1627.0,1520,1751.0,1625,MQ,3772,N650AE,84.0,65.0,53.0,86.0,67.0,AMA,DFW,313,19.0,12.0,0,,0,0.0,36.0,19.0,0.0,31.0
2008,8,14,4,2140.0,2145,2332.0,2345,9E,5616,86119E,112.0,120.0,79.0,-13.0,-5.0,MSP,XNA,596,8.0,25.0,0,,0,,,,,
2008,8,22,5,1556.0,1555,1652.0,1650,WN,43,N470WN,56.0,55.0,41.0,2.0,1.0,TUL,DAL,237,4.0,11.0,0,,0,,,,,
2008,3,2,7,743.0,745,949.0,957,F9,721,N924FR,246.0,252.0,225.0,-8.0,-2.0,DCA,DEN,1476,12.0,9.0,0,,0,,,,,
2008,11,2,7,1202.0,1210,1457.0,1509,B6,428,N249JB,175.0,179.0,156.0,-12.0,-8.0,PBI,BOS,1197,7.0,12.0,0,,0,,,,,
2008,9,18,4,1702.0,1655,1805.0,1740,AA,1349,N4YFAA,123.0,105.0,92.0,25.0,7.0,DFW,ABQ,569,12.0,19.0,0,,0,7.0,0.0,18.0,0.0,0.0
2008,11,19,3,1725.0,1730,1851.0,1904,FL,811,N995AT,86.0,94.0,65.0,-13.0,-5.0,BOS,BWI,370,8.0,13.0,0,,0,,,,,
2008,9,10,3,1041.0,1047,1133.0,1137,OO,5776,N217SW,52.0,50.0,35.0,-4.0,-6.0,PDX,SEA,129,5.0,12.0,0,,0,,,,,
2008,7,19,6,1008.0,1011,1124.0,1120,NW,1120,N773NC,76.0,69.0,46.0,4.0,-3.0,DTW,BUF,240,8.0,22.0,0,,0,,,,,
2008,11,13,4,1319.0,1320,1424.0,1425,WN,638,N519SW,65.0,65.0,51.0,-1.0,-1.0,AUS,HRL,273,2.0,12.0,0,,0,,,,,
2008,11,7,5,1421.0,1426,1547.0,1548,NW,291,N8944E,86.0,82.0,64.0,-1.0,-5.0,MEM,VPS,369,9.0,13.0,0,,0,,,,,
2008,12,24,3,1230.0,1230,1318.0,1315,AA,2335,N456AA,108.0,105.0,86.0,3.0,0.0,DFW,ELP,551,5.0,17.0,0,,0,,,,,
2008,5,16,5,2132.0,2125,106.0,38,B6,11,N635JB,214.0,193.0,152.0,28.0,7.0,JFK,FLL,1069,6.0,56.0,0,,0,7.0,0.0,21.0,0.0,0.0
2008,7,28,1,1312.0,1310,1854.0,1900,AA,1750,N5DWAA,222.0,230.0,191.0,-6.0,2.0,RNO,ORD,1671,20.0,11.0,0,,0,,,,,
2008,11,6,4,815.0,815,956.0,1015,WN,2638,N791SW,281.0,300.0,262.0,-19.0,0.0,PIT,LAS,1910,7.0,12.0,0,,0,,,,,
2008,6,2,1,1916.0,1920,2255.0,2241,CO,500,N14308,159.0,141.0,117.0,14.0,-4.0,IAH,IND,845,8.0,34.0,0,,0,,,,,
2008,2,12,2,49.0,1955,,2220,UA,717,N454UA,,265.0,,,294.0,ORD,SAN,1723,,15.0,0,,1,,,,,
2008,8,15,5,617.0,555,800.0,752,EV,5010,N902EV,103.0,117.0,92.0,8.0,22.0,SBN,ATL,566,6.0,5.0,0,,0,,,,,
2008,9,11,4,1159.0,1204,1228.0,1234,HA,144,N485HA,29.0,30.0,20.0,-6.0,-5.0,LIH,HNL,102,4.0,5.0,0,,0,,,,,
2008,8,30,6,1122.0,1120,1345.0,1356,FL,271,N289AT,143.0,156.0,127.0,-11.0,2.0,ATL,BOS,946,7.0,9.0,0,,0,,,,,
